,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
873,1378093,24,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68f7d58-edad-11ea-93c2-4cc51f01bfb1,15,domestic appliances,874000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
874,1636229,29,male,single,2,own,2,unskilled - resident,1 year,4 years,1,Low,d68f7dda-edad-11ea-b01b-430b0c0dab32,12,FF&E,3590000,2,building society savings agreement/life insurance,1,0,bank,1,existing loans paid back duly till now,0
875,1578419,40,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,High,d68f7e66-edad-11ea-b13f-2831881700ed,11,new vehicle,1322000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
876,1860396,36,male,single,1,own,4,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f7ef2-edad-11ea-92f3-2d94a292ed64,18,electronic equipment,1940000,3,car or other,1,0,bank,1,all loans at this bank paid back duly,0
877,1624943,28,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68f7f74-edad-11ea-aa5f-477c81b7c402,36,electronic equipment,3595000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
878,1620731,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f7ff6-edad-11ea-be2e-05fd6842552b,9,new vehicle,1422000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
879,1562605,36,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f8078-edad-11ea-a032-07b5037b1575,30,electronic equipment,6742000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
880,1465475,38,male,single,1,own,3,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68f80fa-edad-11ea-81f6-028ef44b701c,24,used vehicle,7814000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
881,1321302,48,male,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f817c-edad-11ea-b5f7-40fc52a4adfd,24,used vehicle,9277000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
882,1396513,36,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f81fe-edad-11ea-906f-1dfdd4997391,30,new vehicle,2181000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
883,1612911,65,female,divorced,1,own,4,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68f8280-edad-11ea-ae01-46aadc8b2fa1,18,electronic equipment,1098000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
884,1714860,43,male,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f8302-edad-11ea-8b85-5a46ad3a28bd,24,FF&E,4057000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
885,1566194,53,female,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68f8384-edad-11ea-8d74-38a3651ddde0,12,education,795000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
886,1851627,34,male,single,2,own,3,skilled employee / official,4 years,7 years,1,Low,d68f8410-edad-11ea-8e8c-370a4e7ce898,24,business,2825000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
887,1207853,23,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f8492-edad-11ea-a9f5-1503add798a4,48,business,15672000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
888,1891556,34,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f8514-edad-11ea-b3ba-24a1529de0f4,36,new vehicle,6614000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
889,1295527,40,male,single,2,rent,4,skilled employee / official,0 year,1 year,1,Low,d68f8596-edad-11ea-bbc0-16d2c1a11cd7,28,used vehicle,7824000,3,real estate,0,1,bank,2,all loans at this bank paid back duly,0
890,1184172,43,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f8618-edad-11ea-8079-56c331d8d412,27,business,2442000,4,car or other,0,0,stores,4,critical/pending loans at other banks,0
891,1121429,46,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f86a4-edad-11ea-82b4-185e0a70c6dd,15,electronic equipment,1829000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
892,1163715,38,male,single,1,own,4,unskilled - resident,1 year,4 years,0,Low,d68f8726-edad-11ea-871a-1706b77106af,12,new vehicle,2171000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
893,1851827,34,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f87a8-edad-11ea-83e6-11b7e939a86d,36,used vehicle,5800000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
894,1175107,29,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f882a-edad-11ea-a8ed-57d81d9fc12f,18,electronic equipment,1169000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
895,1262341,31,male,single,2,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68f88ac-edad-11ea-8009-3bbb2ccad29c,36,used vehicle,8947000,3,car or other,0,0,stores,1,delay in paying off loans in the past,0
896,1847909,28,female,divorced,1,rent,4,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f892e-edad-11ea-98ed-4adcef07d353,21,electronic equipment,2606000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
897,1627071,35,female,divorced,1,own,2,skilled employee / official,4 years,7 years,0,High,d68f89b0-edad-11ea-a219-0a04105402f0,12,FF&E,1592000,3,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
898,1501276,33,female,divorced,1,rent,4,unskilled - resident,4 years,7 years,1,Low,d68f8a3c-edad-11ea-8d9f-52c4a39e5b1d,15,FF&E,2186000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
899,1300945,42,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f8abe-edad-11ea-948c-45e4408a0774,18,FF&E,4153000,2,car or other,1,0,bank,1,existing loans paid back duly till now,1
900,1467259,43,male,single,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f8b40-edad-11ea-9e91-047d199d5ddf,16,new vehicle,2625000,2,building society savings agreement/life insurance,0,1,bank,1,critical/pending loans at other banks,1
901,1621154,44,male,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68f8bc2-edad-11ea-8db9-5961d0ae8342,20,new vehicle,3485000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
902,1546272,42,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f8c44-edad-11ea-b1f4-448cb7effb4c,36,used vehicle,10477000,2,car or other,0,0,bank,2,critical/pending loans at other banks,0
903,1223571,40,male,divorced,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68f8cc6-edad-11ea-b9b8-14081ab4aa08,15,electronic equipment,1386000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
904,1344883,36,male,single,1,own,1,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f8d48-edad-11ea-a5c6-53bc8840b3dd,24,electronic equipment,1278000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
905,1894721,20,male,single,2,rent,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68f8dca-edad-11ea-867d-5a9dfd16c8fb,12,electronic equipment,1107000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
906,1839877,24,male,single,1,own,2,unskilled - resident,4 years,7 years,0,Low,d68f8e4c-edad-11ea-8a96-12b92f7442d4,21,new vehicle,3763000,2,real estate,1,0,bank,1,existing loans paid back duly till now,0
907,1792973,27,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f8ece-edad-11ea-985a-277efd442eca,36,education,3711000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
908,1604138,46,female,divorced,1,own,2,unskilled - resident,0 year,1 year,1,Low,d68f8f46-edad-11ea-a020-2788cd4fb839,15,used vehicle,3594000,1,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
909,1165411,33,female,divorced,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68f8fc8-edad-11ea-93bf-592b5aec5c8a,9,new vehicle,3195000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
910,1142707,34,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f904a-edad-11ea-84a7-0ef883a8de23,36,electronic equipment,4454000,4,real estate,0,0,bank,2,delay in paying off loans in the past,0
911,1511482,25,female,divorced,1,own,4,unskilled - resident,0 year,1 year,1,Low,d68f90cc-edad-11ea-a8de-0ba74d5a1b2c,24,FF&E,4736000,2,car or other,0,0,bank,1,critical/pending loans at other banks,1
912,1506652,25,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f914e-edad-11ea-852a-43d85a42cee0,30,electronic equipment,2991000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
913,1690613,28,male,divorced,1,own,2,skilled employee / official,7 years,4 years,1,High,d68f91d0-edad-11ea-b680-575a4a4c9fb1,11,business,2142000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
914,1341536,31,male,single,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68f9252-edad-11ea-b049-33a5139fc8bb,24,business,3161000,4,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,1
915,1181133,32,female,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,0,Low,d68f92d4-edad-11ea-a6c1-0213632cf09b,48,electronic equipment,18424000,1,building society savings agreement/life insurance,0,0,bank,1,no loans taken/all loans paid back duly,1
916,1620525,32,male,single,2,own,2,skilled employee / official,1 year,4 years,1,Medium,d68f9356-edad-11ea-925f-58ab9f5d95f8,10,used vehicle,2848000,1,real estate,1,0,bank,1,existing loans paid back duly till now,0
917,1316293,68,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f93d8-edad-11ea-b11e-3ba8d236161b,6,new vehicle,14896000,1,car or other,0,0,bank,1,existing loans paid back duly till now,1
918,1214474,33,male,divorced,1,own,1,skilled employee / official,1 year,0 year,1,Medium,d68f945a-edad-11ea-9677-390d9e926a48,24,FF&E,2359000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
919,1656780,39,male,single,1,rent,2,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f94dc-edad-11ea-a7c0-4f9f06574fee,24,FF&E,3345000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
920,1620879,28,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f955e-edad-11ea-bc13-2f7ad2f39d1a,18,FF&E,1817000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
921,1277992,37,male,single,1,own,1,management / self-employed / highly qualified employee / officer,4 years,7 years,1,High,d68f95e0-edad-11ea-9500-27a8eff45aea,48,electronic equipment,12749000,4,car or other,0,0,bank,1,delay in paying off loans in the past,0
922,1718184,22,female,divorced,1,rent,4,skilled employee / official,0 year,1 year,1,Low,d68f9662-edad-11ea-8f0e-2392233681e5,9,electronic equipment,1366000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
923,1875017,30,male,single,2,rent,4,skilled employee / official,4 years,7 years,1,Low,d68f96e4-edad-11ea-8603-48a05bb32256,12,new vehicle,2002000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
924,1348796,55,male,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68f9766-edad-11ea-ae98-47713c3e6a8a,24,FF&E,6872000,2,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,1
925,1853451,46,male,single,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68f97e8-edad-11ea-8457-49e3ecc398d8,12,new vehicle,697000,4,car or other,0,0,bank,2,all loans at this bank paid back duly,1
926,1561011,21,female,divorced,1,rent,4,skilled employee / official,0 year,1 year,1,Low,d68f986a-edad-11ea-a421-11fa6cf122d5,18,FF&E,1049000,4,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
927,1461746,39,male,single,2,own,4,skilled employee / official,4 years,7 years,1,Low,d68f98ec-edad-11ea-afa5-18ba290c113c,48,used vehicle,10297000,4,car or other,0,0,stores,3,existing loans paid back duly till now,1
928,1708241,58,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f996e-edad-11ea-894a-038f37d22b84,30,electronic equipment,1867000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
929,1697111,43,male,single,2,own,2,unskilled - resident,1 year,4 years,1,Low,d68f99f0-edad-11ea-bc17-3e6e179e57bb,12,new vehicle,1344000,4,real estate,0,0,bank,2,delay in paying off loans in the past,0
930,1629759,24,male,single,1,own,1,unskilled - resident,0 year,1 year,0,Low,d68f9a72-edad-11ea-b77f-3f9e0d0790bb,24,FF&E,1747000,4,building society savings agreement/life insurance,1,0,bank,1,existing loans paid back duly till now,0
931,1797093,22,female,divorced,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68f9af4-edad-11ea-9595-35d90df67b09,9,electronic equipment,1670000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
932,1484251,30,male,single,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68f9b76-edad-11ea-8c49-3902d79033f4,9,new vehicle,1224000,3,real estate,0,0,bank,2,critical/pending loans at other banks,0
933,1224220,42,male,single,2,own,4,skilled employee / official,7 years,4 years,1,High,d68f9bf8-edad-11ea-b439-390cdd7bcc85,12,electronic equipment,522000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
934,1631343,23,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68f9c7a-edad-11ea-a916-14b7f29098f7,12,electronic equipment,1498000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
935,1379089,30,male,single,1,own,3,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Medium,d68f9cfc-edad-11ea-9a60-389d29e8d844,30,electronic equipment,1919000,4,car or other,0,0,stores,2,delay in paying off loans in the past,1
936,1566487,28,female,divorced,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68f9d7e-edad-11ea-b449-06447b8d1611,9,electronic equipment,745000,3,real estate,0,0,bank,1,existing loans paid back duly till now,1
937,1324370,30,male,divorced,1,rent,3,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f9e00-edad-11ea-ba2d-3f1627efa3ef,6,electronic equipment,2063000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
938,1597372,42,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f9e8c-edad-11ea-b366-2f32cd763898,60,education,6288000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
939,1230532,46,male,single,2,own,4,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68f9f0e-edad-11ea-9adb-3159059da68e,24,used vehicle,6842000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
940,1277957,45,male,single,2,own,3,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f9f86-edad-11ea-a619-0e1ae973eb10,12,new vehicle,3527000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
941,1233898,31,male,single,2,own,2,unskilled - resident,1 year,4 years,0,Low,d68fa012-edad-11ea-9ec7-1c1b1b581d47,10,new vehicle,1546000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
942,1903505,31,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68fa094-edad-11ea-9e78-4a34ece526c2,24,FF&E,929000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
943,1838598,42,male,single,2,own,1,unskilled - resident,4 years,7 years,1,Low,d68fa116-edad-11ea-a3ce-3f8a896d8e37,4,new vehicle,1455000,2,real estate,0,0,bank,3,critical/pending loans at other banks,0
944,1420837,46,female,divorced,1,rent,1,skilled employee / official,0 year,1 year,1,Low,d68fa198-edad-11ea-a95b-173432beceb6,15,FF&E,1845000,4,building society savings agreement/life insurance,0,1,bank,1,existing loans paid back duly till now,0
945,1106411,30,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,High,d68fa21a-edad-11ea-96cc-30e77b142d8b,48,new vehicle,8358000,1,car or other,0,0,bank,2,no loans taken/all loans paid back duly,0
946,1855489,30,male,single,2,own,4,skilled employee / official,0 year,1 year,1,High,d68fa29c-edad-11ea-8e2c-2da7e777a812,24,FF&E,3349000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
